,STATION,CensusYear,Year,Month,DATE,Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,TotalPhosphorus,Chloride,10mLandCover_AgriculturalExtraction,10mLandCover_Anthropogenic,10mLandCover_AnthropogenicNatural,10mLandCover_Natural,Latitude,Longitude,250mLandCover_Agricultural,250mLandCover_Anthropogenic,250mLandCover_Natural,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total
1904,6008000602,2016,2019,3,3-4-2019,,7.3,,8933.0,12.98,7.63,1.22,0.057,0.0527,2680.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4551,6008500302,2011,2010,8,8-25-2010,0.5,10.7,0.6759999999999999,847.0,10.05,7.97,,0.01,0.055,123.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,6008500302,2006,2004,10,10-27-2004,0.8,4.0,,,,,,,0.08,,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6216,6009701802,2011,2009,9,9-22-2009,0.3,47.1,0.636,679.0,11.0,8.0,,0.002,0.012,47.3,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6401,6010402502,2016,2016,5,05-16-16,0.63,2.0,0.54,659.0,,8.37,1.1809999999999998,0.011,0.01,56.0,675417.0,133001.0,42023.0,471070.0,43.85091976432907,-79.07581985566414,1671.0,74.0,369.0,9.0,14.2,110.4,13.6,39.400000000000006,9.0,17.4
6358,6010402302,2016,2017,11,11-20-2017,0.7,3.0,0.36,680.0,13.88,8.38,1.071,0.011,0.0104,61.1,55959.0,12397.0,1034.0,52401.0,43.86687201528402,-79.08601360640442,128.0,0.0,60.0,0.0,18.3,111.20000000000002,15.3,69.7,0.4,19.1
2050,6008000702,2011,2012,10,10-24-2012,0.24,5.1,0.945,689.0,14.55,7.94,,0.0139999999999999,0.005,101.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,6011600502,2011,2009,9,2009-09-14,0.14,,0.596,438.0,10.82,8.31,0.738,0.002,0.01,10.5,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,296.0,0.0,158.0,0.0,0.0,180.3,0.0,39.8,0.0,0.0
328,6010400102,2016,2019,12,2019-12-10,,,1.22,1090.0,13.91,8.19,1.72,0.013,0.143,214.0,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2876.0,411.0,1128.0,1.8,16.2,159.50000000000003,16.2,30.6,16.2,23.6
4849,6008501402,2001,2000,11,11-28-2000,2.42,11.0,1.43,,,,,0.162,0.1,176.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,17002113702,2016,2016,7,2016-07-25,,,0.342,575.0,7.35,8.49,0.7,0.007,0.076,28.2,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,426.0,0.0,139.0,0.0,6.6,75.19999999999999,6.6,45.8,6.6,11.6
2493,6008300202,2016,2015,1,1-21-2015,0.56,3.6,0.887,2248.0,19.37,7.83,,0.013,0.031,511.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7756,West 5,2016,2017,7,2017-07-18,,5.9,,,,,,,0.021,80.6,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,28.0,0.0,18.0,0.0,30.4,271.6,3.0,162.6,0.0,40.6
4025,6008310302,2006,2006,3,3-24-2006,0.721,2.0,1.79,802.0,16.0,9.0,,0.009,0.04,106.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5814,6009701302,2001,2003,1,1-31-2003,,97.0,1.16,,14.59,,,0.0559999999999999,0.118,759.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6708,6010402902,2016,2015,7,07-20-15,0.2,2.0,0.16,521.0,8.12,8.36,0.364,0.004,0.0109,20.0,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,281.0,0.0,90.0,0.6,17.8,274.90000000000003,9.0,148.8,1.2,24.0
479,6010700202,2001,2002,9,2002-09-26,0.41,,0.432,596.0,6.6,8.32,0.848,0.006,0.038,36.5,171066.0,136661.0,53361.0,123321.0,43.8483188889999,-78.9988543561999,384.0,19.0,60.0,0.0,4.6,55.2,0.0,27.8,0.0,27.8
3629,6008301902,2006,2005,10,10-4-2005,0.44,3.9,0.1989999999999999,,,,,0.011,0.013,139.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,6011600102,2006,2007,11,2007-11-29,0.35,,1.44,547.0,15.11,8.56,1.797,0.007,0.008,39.3,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,845.0,58.0,528.0,0.0,3.0,130.1,3.0,65.1,3.0,39.3
7161,Central 11,2016,2017,5,2017-05-30,,4.4,,,,,,,0.028,206.0,10997.0,59416.0,6264.0,19256.0,43.88410293449909,-78.87568294273531,8.0,72.0,75.0,8.2,60.0,267.9,20.200000000000003,140.50000000000003,9.0,83.0
2957,6008300902,2016,2015,11,11-26-2015,,2.5,,551.0,12.52,8.1,0.32,0.0069999999999999,0.051,19.2,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4010,6008310302,2011,2013,2,2-25-2013,0.37,3.7,1.5,2137.0,18.61,7.88,,0.018,0.019,532.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,3007703502,2016,2016,6,2016-06-28,,,3.03,614.0,8.66,8.48,3.59,0.056,0.032,60.5,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,224.0,22.0,417.0,9.0,13.8,71.39999999999999,12.8,40.6,9.0,13.8
6067,6009701802,2011,2011,12,12-13-2011,0.44,6.8,1.73,814.0,16.31,8.22,,0.006,0.025,67.3,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5653,6009701102,2001,2002,2,2-28-2002,,79.0,2.25,,14.6,,,0.054,0.062,152.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,6008300402,2011,2013,7,7-24-2013,0.44,8.8,0.088,,,,,0.001,0.025,102.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,6011100302,2016,2018,9,2018-09-17,,,0.73,602.0,9.06,8.45,0.98,0.01,0.0277,35.5,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,613.0,1.0,22.0,0.0,6.6,141.3,0.0,59.6,0.0,19.0
1029,6011200302,2016,2018,8,2018-08-22,,,0.58,566.0,8.16,8.27,0.86,0.0,0.168,68.7,392423.0,434927.0,19062.0,232160.0,43.88073326399999,-78.821483231,954.0,555.0,210.0,0.0,47.8,164.79999999999998,30.0,99.0,30.0,77.2
466,6010400802,2016,2018,11,2018-11-19,,,0.46,768.0,13.76,8.18,0.56,0.0,0.0133,83.3,89721.0,18703.0,964.0,69586.0,43.9614470141,-79.1256539813,260.0,0.0,20.0,0.0,2.4000000000000004,138.89999999999998,0.2,77.0,0.0,14.6
7348,East 11,2016,2018,7,2018-07-17,,4.3,,,,,,,0.034,13.8,84980.0,15573.0,1751.0,57360.0,43.97559290054205,-78.67761957275492,194.0,0.0,66.0,0.0,5.1,55.5,5.1,34.5,4.1,12.3
5464,6009700702,2011,2012,12,12-11-2012,0.39,4.3,1.56,930.0,20.57,8.07,,0.006,0.012,115.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6789,6010403702,2016,2015,12,12-14-2015,0.37,12.0,0.8,765.0,11.79,8.19,,0.011,0.0127,75.7,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6589,6010402702,2016,2019,4,4-23-2019,0.87,31.0,0.62,677.0,11.65,6.92,1.495,0.005,0.0508,68.8,342887.0,82010.0,25745.0,509280.0,43.87148426451402,-79.06518285604977,808.0,8.0,613.0,3.0,36.9,75.6,25.9,66.80000000000001,3.0,52.5
7282,Central 8,2016,2019,5,05-21-19,,6.3,,,,,,,0.012,359.0,118628.0,232489.0,12280.0,67058.0,43.888242761188536,-78.82488013103743,292.0,347.0,47.0,0.0,3.8,239.3,2.7,111.7,0.0,39.5
3083,6008300902,2011,2012,7,7-24-2012,0.23,7.2,0.155,511.0,10.35,8.04,,0.01,0.032,12.6,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6065,6009701802,2006,2006,12,12-13-2006,0.39,16.0,1.97,668.0,17.0,7.0,,0.009,0.07,56.1,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5294,6009400202,2011,2011,9,9-20-2011,0.58,19.1,0.5529999999999999,394.0,10.11,8.24,,0.021,0.064,64.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5452,6009700702,2011,2013,11,11-18-2013,0.91,90.3,1.28,748.0,13.29,7.96,,0.013,0.1669999999999999,88.3,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,6008000602,2011,2013,3,3-27-2013,0.54,214.0,1.13,696.0,19.52,7.85,,0.05,0.25,146.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,6008000602,2011,2012,7,7-26-2012,1.33,77.9,0.775,517.0,9.88,7.86,,0.07,0.24,94.1,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,6011100102,2016,2014,4,2014-04-23,0.46,,1.19,891.0,13.01,8.41,1.63,0.014,0.022,127.0,518767.0,318775.0,32949.0,269287.0,43.8665555139999,-78.83083585599991,1352.0,300.0,176.0,0.0,10.2,87.0,8.2,71.0,6.0,23.6
6748,6010402902,2016,2017,8,8-21-2017,0.21,2.0,0.15,514.0,11.03,8.37,0.371,0.011,0.0142,14.4,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,312.0,0.0,59.0,0.0,7.7,178.89999999999998,0.2,103.9,0.0,39.3
4664,6008500402,2006,2007,3,3-22-2007,1.03,2.0,1.4,4107.0,14.0,9.0,,0.126,0.04,1160.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,600010708,2006,2006,5,2006-05-15,0.2,16.075,,274.0,,8.23,0.6045,,0.00475,23.075,3767421.0,2767176.0,375275.0,3109815.0,43.79361,-79.085,8976.0,2640.0,3872.0,10.0,58.8,145.4,17.6,104.0,10.0,64.80000000000001
7035,6010700202,2016,2020,9,9-21-2020,0.74,4.0,0.055,948.0,8.96,7.76,,0.011,0.0281,183.0,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,326.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6832,6010403702,2016,2018,6,6-18-2018,0.58,30.0,0.63,852.0,8.8,8.09,,0.017,0.0515,124.0,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7757,West 5,2016,2018,5,2018-05-22,,1.6,,,,,,,0.0015,126.0,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,31.0,0.0,15.0,0.0,54.2,288.6,40.2,131.4,34.0,92.4
5188,6009400202,2016,2019,2,2-26-2019,1.83,3.0,1.39,4591.0,14.5,6.84,,0.055,0.0555,1320.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5353,6009700302,2016,2014,2,2-19-2014,0.57,5.8,1.3,2699.0,18.71,8.05,,0.026,0.0289999999999999,634.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6094,6009701802,2016,2016,3,3-14-2016,0.82,23.0,2.46,488.0,11.82,8.09,,0.011,0.0649,82.4,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,3007703502,2011,2011,10,2011-10-14,1.05,,1.56,550.0,8.95,8.53,2.624,0.014,0.17,43.5,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,222.0,22.0,419.0,2.8,10.8,140.60000000000002,10.8,80.8,6.8,23.0
1665,17002113702,2011,2011,8,2011-08-15,0.88,,1.15,499.0,8.21,8.25,2.039,0.009,0.098,25.3,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,377.0,0.0,188.0,16.2,66.69999999999999,322.6,34.099999999999994,246.3,34.099999999999994,157.89999999999998
3487,6008301802,2016,2016,5,5-19-2016,,16.0,,59.2,10.48,8.3,0.65,0.008,0.0758,53.4,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5184,6009400202,2006,2004,2,2-24-2004,,4.0,1.61,,,,,0.103,0.07,1800.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6781,6010403702,2011,2010,11,11-24-2010,0.47,2.9,0.804,733.0,14.46,8.14,,0.005,0.019,67.6,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,6008300402,2016,2018,3,3-20-2018,0.65,17.0,0.43,1390.0,14.28,8.22,,0.011,0.0231,256.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4851,6008501402,2006,2007,11,11-29-2007,2.98,19.6,1.34,,,,,0.196,0.208,526.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,6008000702,2006,2006,4,4-27-2006,,,,981.0,14.0,9.0,,,,,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,6008000702,2001,2002,7,7-25-2002,0.7,3.2,0.794,,10.7,,,0.01,0.047,163.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,6010800102,2006,2007,10,2007-10-23,0.68,,0.494,414.0,10.67,7.93,1.2,0.026,0.079,47.1,416405.0,287143.0,60195.0,318937.0,43.8566716389999,-78.96067785609999,988.0,198.0,539.0,7.8,16.4,113.3,15.2,89.9,15.2,18.0
7704,West 2,2016,2019,7,07-24-19,,3.5,,,,,,,0.051,62.7,175413.0,64837.0,22172.0,127521.0,43.95862129253644,-78.95897951951656,483.0,16.0,119.0,0.0,98.2,318.70000000000005,0.8,227.40000000000003,0.8,153.60000000000002
6532,6010402702,2016,2016,10,10-21-2016,0.36,14.5,0.1669999999999999,501.0,10.54,8.37,,0.0069999999999999,0.064,25.0,342887.0,82010.0,25745.0,509280.0,43.871484264,-79.06518285621999,728.0,8.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,6008301202,2006,2004,2,2-26-2004,,10.0,1.52,,,,,0.327,0.11,2600.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,6011100102,2006,2007,9,2007-09-25,0.31,,0.713,583.0,11.3,8.32,1.0279999999999998,0.005,0.011,50.7,518767.0,318775.0,32949.0,269287.0,43.8665555139999,-78.83083585599991,1375.0,291.0,162.0,29.0,29.0,77.8,29.0,52.4,29.0,42.8
2220,6008000702,2016,2020,8,8-25-2020,0.73,4.7,0.05,1034.0,7.88,8.14,,0.006,0.045,224.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6895,6010700202,2016,2020,1,1-20-2020,0.65,36.0,1.85,1216.0,14.45,8.07,,0.016,0.0519,207.0,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,326.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4626,6008500402,2016,2019,12,12-11-2019,1.37,8.0,1.2,3057.0,13.53,8.34,,0.046,0.115,826.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6935,6010700202,2011,2012,12,12-11-2012,0.5,7.2,1.43,863.0,19.36,7.96,,0.008,0.015,91.9,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,331.0,60.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4861,6008501402,2001,2001,12,12-13-2001,1.28,65.0,1.84,,,,,0.081,0.216,96.4,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5575,6009701102,2011,2010,10,10-19-2010,0.41,2.7,0.456,804.0,15.61,8.37,,0.0069999999999999,0.02,135.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2783,6008300402,2016,2016,3,3-15-2016,0.92,124.0,0.91,668.0,13.1,8.19,,0.011,0.181,189.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,6008000602,2006,2006,9,9-21-2006,0.38,9.0,0.181,949.0,19.88000000000001,9.0,,0.006,0.023,193.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5457,6009700702,2016,2016,11,11-22-2016,0.38,2.0,0.38,764.0,14.37,8.53,,0.011,0.0139,73.5,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7606,PT001WM,2016,2019,6,6-18-2019,0.74,2.0,1.48,1512.0,11.07,8.26,2.236,0.016,0.0237,303.0,119253.0,60069.0,4232.0,69163.0,43.803681746598656,-79.11029851493568,261.0,90.0,50.0,0.0,7.899999999999999,192.1,1.0,80.4,0.0,40.6
3666,6008301902,2006,2006,11,11-7-2006,0.46,4.3,0.435,,,,,0.008,0.022,127.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6686,6010402802,2016,2017,7,7-17-2017,0.7,48.0,0.28,737.0,10.48,8.34,0.991,0.011,0.0887,60.3,74028.0,15773.0,6313.0,53049.0,43.90775564170082,-79.07291785615752,177.0,0.0,55.0,0.0,31.4,271.6,4.6,176.8,3.0,40.6
7135,Central 10,2016,2019,6,06-18-19,,1.6,,,,,,,0.014,164.0,37039.0,30872.0,1231.0,16765.0,43.91671460110198,-78.83404348984628,88.0,21.0,29.0,0.0,7.899999999999999,192.1,1.0,80.4,0.0,40.6
4470,6008500302,2001,2002,3,3-27-2002,,100.0,0.96,,13.66,,,0.001,0.118,3300.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,17002113702,2006,2007,6,2007-06-12,0.66,,1.12,558.0,,8.31,1.791,0.011,0.065,37.2,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,368.0,0.0,197.0,0.0,16.2,109.0,0.0,75.3,0.0,33.0
7020,6010700202,2016,2018,8,8-20-2018,0.95,8.0,0.29,696.0,9.19,8.29,1.251,0.011,0.0469,97.9,171066.0,136661.0,53361.0,123321.0,43.84831888659946,-78.99885435606217,306.0,66.0,91.0,0.0,8.9,70.3,2.0,40.85,0.0,31.8
2757,6008300402,2011,2010,12,12-15-2010,0.5,40.4,0.605,1573.0,19.39,8.0,,0.0069999999999999,0.053,287.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2859,6008300402,2016,2015,7,7-22-2015,0.34,7.0,0.06,923.0,7.2113,8.37,,0.004,0.0216,137.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,6011600102,2011,2009,4,2009-04-22,0.45,,1.23,545.0,12.27,8.33,1.688,0.008,0.042,31.8,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,859.0,62.0,510.0,5.1,25.1,164.69999999999996,25.1,117.4,5.1,25.1
5810,6009701302,2011,2011,1,1-26-2011,0.28,5.0,1.4,1133.0,15.96,8.34,,0.006,0.012,166.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,6008300902,2016,2015,9,9-24-2015,,4.1,,520.0,10.05,8.34,0.26,0.009,0.0828,11.8,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3184,6008301202,2006,2006,12,12-13-2006,1.0,14.0,1.63,1621.0,12.0,8.0,,0.053,0.05,449.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,6008000702,2001,2002,10,10-29-2002,0.32,3.2,0.3,,,8.0,,0.005,0.0139999999999999,149.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6814,6010403702,2016,2015,4,4-20-2015,1.31,127.0,0.638,622.0,14.96,8.14,,0.013,0.233,90.3,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6176,6009701802,2011,2009,7,7-21-2009,0.34,3.4,0.563,664.0,23.62,8.0,,0.006,0.027,56.2,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5889,6009701302,2016,2018,3,3-20-2018,0.44,5.0,0.98,1305.0,14.84,8.56,,0.011,0.0159,231.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334,6008310402,2011,2009,8,8-18-2009,0.53,5.2,0.135,,8.7,,,0.006,0.052,50.6,0.0,0.0,0.0,0.0,43.92418126404,-79.83452048194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4083,6008310302,2016,2015,6,6-25-2015,,29.9,,898.0,12.54,8.01,1.92,0.017,0.059,154.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,3007703502,2016,2017,8,2017-08-28,,,3.34,635.0,9.86,8.36,3.31,0.012,0.02,65.5,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,216.0,24.0,423.0,0.0,13.4,104.0,0.0,66.2,0.0,16.0
4450,6008500302,2011,2009,2,2-25-2009,0.85,6.0,1.26,2317.0,19.0,8.0,,0.008,0.02,544.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,6010400102,2006,2004,5,2004-05-19,0.45,,0.381,791.0,10.52,8.29,0.842,0.011,0.022,103.0,1145970.0,421443.0,96985.0,1167581.0,43.839189888999904,-79.03983860619991,2691.0,364.0,1360.0,0.0,1.2,149.2,1.2,73.00000000000001,1.2,16.6
7415,East 4,2016,2018,8,2018-08-22,,84.8,,,,,,,0.106,101.0,1170.0,18664.0,1002.0,1321.0,43.8935054945262,-78.69609012779256,0.0,33.0,4.0,0.0,47.8,164.79999999999998,30.0,99.0,30.0,77.2
1510,17002113602,2006,2006,11,2006-11-21,0.63,,0.544,539.0,11.46,8.39,1.1789999999999998,0.005,0.021,31.2,0.0,0.0,0.0,0.0,44.2002268892999,-78.94943135609999,1948.0,0.0,906.0,0.0,23.8,157.5,0.0,71.19999999999999,0.0,48.0
6415,6010402502,2016,2019,10,10-21-2019,0.67,2.0,0.55,618.0,12.99,8.4,1.233,0.013,0.01,49.9,675417.0,133001.0,42023.0,471070.0,43.85091976432907,-79.07581985566414,1707.0,78.0,329.0,11.4,30.6,186.2,11.4,99.8,11.4,38.2
3199,6008301202,2016,2016,2,2-18-2016,,,,10380.0,17.08,8.06,,,,,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7666,West 11,2016,2019,6,06-18-19,,4.3,,,,,,,0.022,531.0,1407.0,46692.0,2678.0,8034.0,43.856857801328246,-78.89852500543013,0.0,90.0,0.0,0.0,7.899999999999999,192.1,1.0,80.4,0.0,40.6
1319,6011600502,2011,2012,5,2012-05-24,0.29,,0.548,443.0,10.82,8.22,0.8460000000000001,0.008,0.01,10.2,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,294.0,0.0,160.0,0.0,0.0,75.2,0.0,52.4,0.0,3.8
5587,6009701102,2011,2012,10,10-25-2012,0.24,8.1,0.49,785.0,17.82,8.33,,0.013,0.003,111.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,6008300202,2016,2019,11,11-27-2019,,,,1193.0,13.21,8.25,,,,,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
